map	regime	visit	first_day	last_day	n_windows	n_pairs	pair_first	pair_last
D_primary	0	205	2018-02-10	2018-02-11	2	48	29424	29471
D_primary	1	219	2018-02-12	2018-02-16	5	120	29472	29591
D_primary	0	206	2018-02-17	2018-02-19	3	72	29592	29663
D_primary	1	220	2018-02-20	2018-02-23	4	96	29664	29759
D_primary	0	207	2018-02-24	2018-02-25	2	48	29760	29807
D_primary	1	221	2018-02-26	2018-03-02	5	120	29808	29927
D_primary	0	208	2018-03-03	2018-03-06	4	96	29928	30023
D_primary	1	222	2018-03-07	2018-03-10	4	95	30024	30118
D_primary	0	209	2018-03-11	2018-03-11	1	23	30119	30141
D_primary	1	223	2018-03-12	2018-03-16	5	118	30142	30259
D_primary	0	210	2018-03-17	2018-03-18	2	48	30260	30307
D_primary	1	224	2018-03-19	2018-03-24	6	138	30308	30445
D_primary	0	211	2018-03-31	2018-04-01	2	38	30448	30485
D_primary	1	225	2018-04-02	2018-04-02	1	24	30486	30509
D_primary	0	212	2018-04-03	2018-04-03	1	24	30510	30533
D_primary	1	226	2018-04-04	2018-04-07	4	96	30534	30629
D_primary	0	213	2018-04-08	2018-04-08	1	24	30630	30653
D_primary	1	227	2018-04-09	2018-04-13	5	120	30654	30773
D_primary	0	214	2018-04-14	2018-04-16	3	72	30774	30845
D_primary	1	228	2018-04-17	2018-04-21	5	120	30846	30965
D_primary	0	215	2018-04-22	2018-04-22	1	24	30966	30989
D_primary	1	229	2018-04-23	2018-04-28	6	144	30990	31133
D_primary	0	216	2018-04-29	2018-04-29	1	24	31134	31157
D_primary	1	230	2018-04-30	2018-05-04	5	120	31158	31277
D_primary	0	217	2018-05-05	2018-05-06	2	47	31278	31324
D_primary	1	231	2018-05-07	2018-05-11	5	120	31325	31444
D_primary	0	218	2018-05-12	2018-05-13	2	48	31445	31492
D_primary	1	232	2018-05-14	2018-05-18	5	120	31493	31612
D_primary	0	219	2018-05-19	2018-05-20	2	48	31613	31660
D_primary	1	233	2018-05-21	2018-05-25	5	120	31661	31780
D_primary	0	220	2018-05-26	2018-05-28	3	72	31781	31852
D_primary	1	234	2018-05-29	2018-06-01	4	96	31853	31948
D_primary	0	221	2018-06-02	2018-06-03	2	47	31949	31995
D_primary	1	235	2018-06-04	2018-06-08	5	120	31996	32115
D_primary	0	222	2018-06-09	2018-06-10	2	48	32116	32163
D_primary	1	236	2018-06-11	2018-06-15	5	120	32164	32283
D_primary	0	223	2018-06-16	2018-06-17	2	48	32284	32331
D_primary	1	237	2018-06-18	2018-06-22	5	120	32332	32451
D_primary	0	224	2018-06-23	2018-06-24	2	48	32452	32499
D_primary	1	238	2018-06-25	2018-06-29	5	120	32500	32619
D_primary	0	225	2018-06-30	2018-07-01	2	48	32620	32667
D_primary	1	239	2018-07-02	2018-07-03	2	48	32668	32715
D_primary	0	226	2018-07-04	2018-07-05	2	48	32716	32763
D_primary	1	240	2018-07-06	2018-07-06	1	24	32764	32787
D_primary	0	227	2018-07-07	2018-07-08	2	48	32788	32835
D_primary	1	241	2018-07-09	2018-07-13	5	120	32836	32955
D_primary	0	228	2018-07-14	2018-07-15	2	48	32956	33003
D_primary	1	242	2018-07-16	2018-07-20	5	120	33004	33123
D_primary	0	229	2018-07-21	2018-07-22	2	48	33124	33171
D_primary	1	243	2018-07-23	2018-07-27	5	120	33172	33291
D_primary	0	230	2018-07-28	2018-07-29	2	48	33292	33339
D_primary	1	244	2018-07-30	2018-08-03	5	120	33340	33459
D_primary	0	231	2018-08-04	2018-08-05	2	48	33460	33507
D_primary	1	245	2018-08-06	2018-08-10	5	117	33508	33624
D_primary	0	232	2018-08-11	2018-08-12	2	48	33625	33672
D_primary	1	246	2018-08-13	2018-08-17	5	120	33673	33792
D_primary	0	233	2018-08-18	2018-08-19	2	48	33793	33840
D_primary	1	247	2018-08-20	2018-08-24	5	119	33841	33959
D_primary	0	234	2018-08-25	2018-08-26	2	48	33960	34007
D_primary	1	248	2018-08-27	2018-08-31	5	120	34008	34127
D_primary	0	235	2018-09-01	2018-09-03	3	72	34128	34199
D_primary	1	249	2018-09-04	2018-09-07	4	96	34200	34295
D_primary	0	236	2018-09-08	2018-09-09	2	48	34296	34343
D_primary	1	250	2018-09-10	2018-09-14	5	120	34344	34463
D_primary	0	237	2018-09-15	2018-09-16	2	48	34464	34511
D_primary	1	251	2018-09-17	2018-09-21	5	120	34512	34631
D_primary	0	238	2018-09-22	2018-09-23	2	48	34632	34679
D_primary	1	252	2018-09-24	2018-09-28	5	120	34680	34799
D_primary	0	239	2018-09-29	2018-09-30	2	48	34800	34847
D_fine4	2	1	2012-10-09	2012-10-09	1	13	0	12
D_fine4	3	1	2012-10-10	2012-10-12	3	60	13	72
D_fine4	1	1	2012-10-13	2012-10-13	1	19	73	91
D_fine4	1	2	2012-10-20	2012-10-20	1	23	92	114
D_fine4	3	2	2012-10-29	2012-10-31	3	72	127	198
D_fine4	2	2	2012-11-01	2012-11-02	2	48	199	246
D_fine4	1	3	2012-11-03	2012-11-03	1	24	247	270
D_fine4	0	1	2012-11-04	2012-11-04	1	23	271	293
D_fine4	3	3	2012-11-05	2012-11-05	1	22	294	315
D_fine4	2	3	2012-11-06	2012-11-06	1	23	316	338
D_fine4	3	4	2012-11-07	2012-11-08	2	48	339	386
D_fine4	2	4	2012-11-09	2012-11-09	1	24	387	410
D_fine4	1	4	2012-11-10	2012-11-10	1	24	411	434
D_fine4	0	2	2012-11-11	2012-11-11	1	23	435	457
D_fine4	2	5	2012-11-12	2012-11-12	1	24	458	481
D_fine4	3	5	2012-11-13	2012-11-15	3	71	482	552
D_fine4	2	6	2012-11-16	2012-11-16	1	24	553	576
D_fine4	1	5	2012-11-17	2012-11-17	1	23	577	599
D_fine4	0	3	2012-11-18	2012-11-18	1	24	600	623
D_fine4	3	6	2012-11-19	2012-11-20	2	48	624	671
D_fine4	2	7	2012-11-21	2012-11-21	1	24	672	695
D_fine4	0	4	2012-11-22	2012-11-23	2	48	696	743
D_fine4	1	6	2012-11-24	2012-11-24	1	21	744	764
D_fine4	0	5	2012-11-25	2012-11-25	1	20	765	784
D_fine4	0	6	2012-12-02	2012-12-02	1	20	785	804
D_fine4	2	8	2012-12-03	2012-12-03	1	24	805	828
D_fine4	3	7	2012-12-04	2012-12-06	3	70	829	898
D_fine4	2	9	2012-12-07	2012-12-07	1	23	899	921
D_fine4	1	7	2012-12-08	2012-12-08	1	23	922	944
D_fine4	0	7	2012-12-09	2012-12-10	2	47	945	991
D_fine4	2	10	2012-12-11	2012-12-14	4	95	992	1086
D_fine4	0	8	2012-12-15	2012-12-16	2	47	1087	1133
D_fine4	2	11	2012-12-17	2012-12-21	5	118	1134	1251
D_fine4	1	8	2012-12-22	2012-12-22	1	24	1252	1275
D_fine4	0	9	2012-12-23	2012-12-26	4	95	1276	1370
D_fine4	2	12	2012-12-27	2012-12-27	1	24	1371	1394
D_fine4	1	9	2012-12-28	2012-12-29	2	47	1395	1441
D_fine4	0	10	2012-12-30	2012-12-30	1	23	1442	1464
D_fine4	1	10	2012-12-31	2012-12-31	1	23	1465	1487
D_fine4	0	11	2013-01-01	2013-01-01	1	24	1488	1511
D_fine4	2	13	2013-01-02	2013-01-04	3	69	1512	1580
D_fine4	0	12	2013-01-05	2013-01-05	1	19	1581	1599
D_fine4	3	8	2013-01-18	2013-01-18	1	23	1605	1627
D_fine4	1	11	2013-01-19	2013-01-19	1	23	1628	1650
D_fine4	0	13	2013-01-20	2013-01-20	1	18	1651	1668
D_fine4	1	12	2013-01-21	2013-01-21	1	20	1669	1688
D_fine4	2	14	2013-01-22	2013-01-23	2	39	1689	1727
D_fine4	3	9	2013-01-24	2013-01-25	2	35	1728	1762
D_fine4	3	10	2013-02-06	2013-02-08	3	54	1778	1831
D_fine4	1	13	2013-02-09	2013-02-09	1	19	1832	1850
D_fine4	0	14	2013-02-10	2013-02-10	1	19	1851	1869
D_fine4	2	15	2013-02-11	2013-02-11	1	19	1870	1888
D_fine4	3	11	2013-02-12	2013-02-14	3	63	1889	1951
D_fine4	2	16	2013-02-15	2013-02-15	1	21	1952	1972
D_fine4	1	14	2013-02-16	2013-02-16	1	23	1973	1995
D_fine4	0	15	2013-02-17	2013-02-17	1	20	1996	2015
D_fine4	1	15	2013-02-18	2013-02-18	1	24	2016	2039
D_fine4	3	12	2013-02-19	2013-02-21	3	54	2040	2093
D_fine4	0	16	2013-02-22	2013-02-22	1	24	2094	2117
D_fine4	1	16	2013-02-23	2013-02-23	1	24	2118	2141
D_fine4	0	17	2013-02-24	2013-02-24	1	24	2142	2165
D_fine4	3	13	2013-02-25	2013-02-28	4	86	2166	2251
D_fine4	2	17	2013-03-14	2013-03-15	2	29	2265	2293
D_fine4	1	17	2013-03-16	2013-03-16	1	16	2294	2309
D_fine4	0	18	2013-03-17	2013-03-18	2	27	2310	2336
D_fine4	3	14	2013-03-19	2013-03-21	3	63	2337	2399
D_fine4	2	18	2013-03-22	2013-03-22	1	24	2400	2423
D_fine4	1	18	2013-03-23	2013-03-24	2	48	2424	2471
D_fine4	2	19	2013-03-25	2013-03-25	1	24	2472	2495
D_fine4	3	15	2013-03-26	2013-03-28	3	71	2496	2566
D_fine4	2	20	2013-03-29	2013-03-29	1	24	2567	2590
D_fine4	1	19	2013-03-30	2013-03-30	1	24	2591	2614
D_fine4	0	19	2013-03-31	2013-03-31	1	24	2615	2638
D_fine4	3	16	2013-04-01	2013-04-05	5	113	2639	2751
D_fine4	1	20	2013-04-06	2013-04-06	1	23	2752	2774
D_fine4	0	20	2013-04-07	2013-04-07	1	24	2775	2798
D_fine4	2	21	2013-04-08	2013-04-08	1	24	2799	2822
D_fine4	3	17	2013-04-09	2013-04-10	2	48	2823	2870
D_fine4	0	21	2013-04-11	2013-04-11	1	24	2871	2894
D_fine4	3	18	2013-04-12	2013-04-12	1	24	2895	2918
D_fine4	2	22	2013-04-13	2013-04-13	1	24	2919	2942
D_fine4	0	22	2013-04-14	2013-04-14	1	24	2943	2966
D_fine4	3	19	2013-04-15	2013-04-17	3	71	2967	3037
D_fine4	1	21	2013-04-18	2013-04-18	1	24	3038	3061
D_fine4	2	23	2013-04-19	2013-04-19	1	23	3062	3084
D_fine4	1	22	2013-04-20	2013-04-20	1	23	3085	3107
D_fine4	0	23	2013-04-21	2013-04-21	1	24	3108	3131
D_fine4	2	24	2013-04-22	2013-04-22	1	24	3132	3155
D_fine4	3	20	2013-04-23	2013-04-25	3	71	3156	3226
D_fine4	2	25	2013-04-26	2013-04-27	2	47	3227	3273
D_fine4	1	23	2013-04-28	2013-04-28	1	24	3274	3297
D_fine4	3	21	2013-04-29	2013-05-02	4	95	3298	3392
D_fine4	2	26	2013-05-03	2013-05-03	1	24	3393	3416
D_fine4	1	24	2013-05-04	2013-05-05	2	48	3417	3464
D_fine4	3	22	2013-05-06	2013-05-10	5	120	3465	3584
D_fine4	0	24	2013-05-11	2013-05-12	2	48	3585	3632
D_fine4	3	23	2013-05-13	2013-05-16	4	96	3633	3728
D_fine4	2	27	2013-05-17	2013-05-17	1	23	3729	3751
D_fine4	1	25	2013-05-18	2013-05-18	1	24	3752	3775
D_fine4	0	25	2013-05-19	2013-05-19	1	24	3776	3799
D_fine4	2	28	2013-05-20	2013-05-20	1	23	3800	3822
D_fine4	3	24	2013-05-21	2013-05-23	3	72	3823	3894
D_fine4	2	29	2013-05-24	2013-05-24	1	24	3895	3918
D_fine4	0	26	2013-05-25	2013-05-27	3	72	3919	3990
D_fine4	3	25	2013-05-28	2013-05-31	4	94	3991	4084
D_fine4	1	26	2013-06-01	2013-06-02	2	48	4085	4132
D_fine4	3	26	2013-06-03	2013-06-06	4	96	4133	4228
D_fine4	2	30	2013-06-07	2013-06-07	1	24	4229	4252
D_fine4	1	27	2013-06-08	2013-06-08	1	24	4253	4276
D_fine4	0	27	2013-06-09	2013-06-09	1	24	4277	4300
D_fine4	3	27	2013-06-10	2013-06-13	4	93	4301	4393
D_fine4	2	31	2013-06-14	2013-06-14	1	24	4394	4417
D_fine4	1	28	2013-06-15	2013-06-15	1	24	4418	4441
D_fine4	0	28	2013-06-16	2013-06-16	1	24	4442	4465
D_fine4	3	28	2013-06-17	2013-06-19	3	60	4466	4525
D_fine4	1	29	2013-06-30	2013-06-30	1	24	4536	4559
D_fine4	3	29	2013-07-01	2013-07-02	2	48	4560	4607
D_fine4	2	32	2013-07-03	2013-07-03	1	23	4608	4630
D_fine4	0	29	2013-07-04	2013-07-04	1	24	4631	4654
D_fine4	1	30	2013-07-05	2013-07-05	1	23	4655	4677
D_fine4	0	30	2013-07-06	2013-07-07	2	47	4678	4724
D_fine4	3	30	2013-07-08	2013-07-12	5	118	4725	4842
D_fine4	1	31	2013-07-13	2013-07-14	2	48	4843	4890
D_fine4	3	31	2013-07-15	2013-07-15	1	15	4891	4905
D_fine4	3	32	2013-07-23	2013-07-26	4	90	4917	5006
D_fine4	1	32	2013-07-27	2013-07-28	2	48	5007	5054
D_fine4	3	33	2013-07-29	2013-08-01	4	90	5055	5144
D_fine4	2	33	2013-08-02	2013-08-02	1	24	5145	5168
D_fine4	1	33	2013-08-03	2013-08-04	2	46	5169	5214
D_fine4	3	34	2013-08-05	2013-08-09	5	107	5215	5321
D_fine4	1	34	2013-08-10	2013-08-11	2	45	5322	5366
D_fine4	3	35	2013-08-12	2013-08-14	3	67	5367	5433
D_fine4	2	34	2013-08-15	2013-08-15	1	16	5434	5449
D_fine4	3	36	2013-08-16	2013-08-16	1	20	5450	5469
D_fine4	1	35	2013-08-17	2013-08-18	2	47	5470	5516
D_fine4	2	35	2013-08-19	2013-08-19	1	24	5517	5540
D_fine4	3	37	2013-08-20	2013-08-23	4	94	5541	5634
D_fine4	1	36	2013-08-24	2013-08-25	2	36	5635	5670
D_fine4	2	36	2013-08-26	2013-08-26	1	22	5671	5692
D_fine4	3	38	2013-11-13	2013-11-14	2	41	5704	5744
D_fine4	2	37	2013-11-15	2013-11-15	1	24	5745	5768
D_fine4	1	37	2013-11-16	2013-11-16	1	20	5769	5788
D_fine4	0	31	2013-11-17	2013-11-17	1	22	5789	5810
D_fine4	3	39	2013-11-18	2013-11-22	5	117	5811	5927
D_fine4	0	32	2013-11-23	2013-11-24	2	48	5928	5975
D_fine4	3	40	2013-11-25	2013-11-25	1	21	5976	5996
D_fine4	2	38	2013-11-26	2013-11-26	1	21	5997	6017
D_fine4	3	41	2013-11-27	2013-11-27	1	24	6018	6041
D_fine4	0	33	2013-11-28	2013-11-30	3	70	6042	6111
D_fine4	1	38	2013-12-01	2013-12-01	1	24	6112	6135
D_fine4	2	39	2013-12-02	2013-12-02	1	24	6136	6159
D_fine4	3	42	2013-12-03	2013-12-03	1	23	6160	6182
D_fine4	0	34	2013-12-04	2013-12-04	1	24	6183	6206
D_fine4	2	40	2013-12-05	2013-12-06	2	45	6207	6251
D_fine4	1	39	2013-12-07	2013-12-07	1	22	6252	6273
D_fine4	0	35	2013-12-08	2013-12-08	1	22	6274	6295
D_fine4	2	41	2013-12-09	2013-12-13	5	112	6296	6407
D_fine4	1	40	2013-12-14	2013-12-14	1	24	6408	6431
D_fine4	0	36	2013-12-15	2013-12-16	2	44	6432	6475
D_fine4	2	42	2013-12-17	2013-12-17	1	22	6476	6497
D_fine4	3	43	2013-12-18	2013-12-18	1	22	6498	6519
D_fine4	2	43	2013-12-19	2013-12-20	2	45	6520	6564
D_fine4	1	41	2013-12-21	2013-12-21	1	23	6565	6587
D_fine4	0	37	2013-12-22	2013-12-22	1	21	6588	6608
D_fine4	2	44	2013-12-23	2013-12-23	1	23	6609	6631
D_fine4	0	38	2013-12-24	2013-12-26	3	66	6632	6697
D_fine4	2	45	2013-12-27	2013-12-27	1	21	6698	6718
D_fine4	0	39	2013-12-28	2014-01-01	5	115	6719	6833
D_fine4	2	46	2014-01-02	2014-01-03	2	43	6834	6876
D_fine4	0	40	2014-01-04	2014-01-07	4	91	6877	6967
D_fine4	2	47	2014-01-08	2014-01-10	3	67	6968	7034
D_fine4	1	42	2014-01-11	2014-01-11	1	22	7035	7056
D_fine4	0	41	2014-01-12	2014-01-12	1	23	7057	7079
D_fine4	2	48	2014-01-13	2014-01-13	1	23	7080	7102
D_fine4	0	42	2014-01-14	2014-01-14	1	23	7103	7125
D_fine4	2	49	2014-01-15	2014-01-17	3	64	7126	7189
D_fine4	0	43	2014-01-18	2014-01-19	2	46	7190	7235
D_fine4	1	43	2014-01-20	2014-01-20	1	21	7236	7256
D_fine4	2	50	2014-01-21	2014-01-22	2	46	7257	7302
D_fine4	1	44	2014-01-23	2014-01-23	1	22	7303	7324
D_fine4	2	51	2014-01-24	2014-01-24	1	23	7325	7347
D_fine4	1	45	2014-01-25	2014-01-25	1	24	7348	7371
D_fine4	0	44	2014-01-26	2014-01-26	1	23	7372	7394
D_fine4	1	46	2014-01-27	2014-01-28	2	48	7395	7442
D_fine4	2	52	2014-01-29	2014-01-29	1	24	7443	7466
D_fine4	0	45	2014-01-30	2014-01-30	1	24	7467	7490
D_fine4	2	53	2014-01-31	2014-01-31	1	24	7491	7514
D_fine4	1	47	2014-02-01	2014-02-01	1	24	7515	7538
D_fine4	0	46	2014-02-02	2014-02-02	1	24	7539	7562
D_fine4	2	54	2014-02-03	2014-02-06	4	96	7563	7658
D_fine4	3	44	2014-02-07	2014-02-07	1	24	7659	7682
D_fine4	1	48	2014-02-08	2014-02-08	1	24	7683	7706
D_fine4	0	47	2014-02-09	2014-02-09	1	24	7707	7730
D_fine4	2	55	2014-02-10	2014-02-14	5	120	7731	7850
D_fine4	0	48	2014-02-15	2014-02-16	2	48	7851	7898
D_fine4	1	49	2014-02-17	2014-02-17	1	24	7899	7922
D_fine4	2	56	2014-02-18	2014-02-18	1	24	7923	7946
D_fine4	3	45	2014-02-19	2014-02-19	1	24	7947	7970
D_fine4	1	50	2014-02-20	2014-02-20	1	24	7971	7994
D_fine4	0	49	2014-02-21	2014-02-23	3	72	7995	8066
D_fine4	1	51	2014-02-24	2014-02-24	1	24	8067	8090
D_fine4	2	57	2014-02-25	2014-02-28	4	96	8091	8186
D_fine4	1	52	2014-03-01	2014-03-01	1	24	8187	8210
D_fine4	0	50	2014-03-02	2014-03-02	1	24	8211	8234
D_fine4	2	58	2014-03-03	2014-03-04	2	43	8235	8277
D_fine4	3	46	2014-03-05	2014-03-05	1	15	8278	8292
D_fine4	3	47	2014-03-12	2014-03-13	2	48	8295	8342
D_fine4	2	59	2014-03-14	2014-03-14	1	24	8343	8366
D_fine4	1	53	2014-03-15	2014-03-15	1	24	8367	8390
D_fine4	0	51	2014-03-16	2014-03-16	1	24	8391	8414
D_fine4	2	60	2014-03-17	2014-03-19	3	72	8415	8486
D_fine4	3	48	2014-03-20	2014-03-20	1	24	8487	8510
D_fine4	2	61	2014-03-21	2014-03-21	1	24	8511	8534
D_fine4	1	54	2014-03-22	2014-03-22	1	24	8535	8558
D_fine4	0	52	2014-03-23	2014-03-23	1	24	8559	8582
D_fine4	2	62	2014-03-24	2014-03-24	1	24	8583	8606
D_fine4	3	49	2014-03-25	2014-03-26	2	48	8607	8654
D_fine4	2	63	2014-03-27	2014-03-27	1	24	8655	8678
D_fine4	3	50	2014-03-28	2014-03-28	1	24	8679	8702
D_fine4	1	55	2014-03-29	2014-03-29	1	24	8703	8726
D_fine4	0	53	2014-03-30	2014-03-30	1	24	8727	8750
D_fine4	2	64	2014-03-31	2014-03-31	1	24	8751	8774
D_fine4	3	51	2014-04-01	2014-04-02	2	47	8775	8821
D_fine4	2	65	2014-04-03	2014-04-03	1	24	8822	8845
D_fine4	0	54	2014-04-04	2014-04-04	1	24	8846	8869
D_fine4	1	56	2014-04-05	2014-04-05	1	24	8870	8893
D_fine4	0	55	2014-04-06	2014-04-06	1	24	8894	8917
D_fine4	2	66	2014-04-07	2014-04-07	1	24	8918	8941
D_fine4	3	52	2014-04-08	2014-04-11	4	96	8942	9037
D_fine4	1	57	2014-04-12	2014-04-12	1	24	9038	9061
D_fine4	0	56	2014-04-13	2014-04-13	1	24	9062	9085
D_fine4	3	53	2014-04-14	2014-04-17	4	96	9086	9181
D_fine4	2	67	2014-04-18	2014-04-18	1	24	9182	9205
D_fine4	1	58	2014-04-19	2014-04-20	2	46	9206	9251
D_fine4	3	54	2014-04-21	2014-04-23	3	72	9252	9323
D_fine4	2	68	2014-04-24	2014-04-24	1	24	9324	9347
D_fine4	3	55	2014-04-25	2014-04-25	1	24	9348	9371
D_fine4	0	57	2014-04-26	2014-04-27	2	48	9372	9419
D_fine4	2	69	2014-04-28	2014-04-28	1	24	9420	9443
D_fine4	3	56	2014-05-13	2014-05-16	4	84	9453	9536
D_fine4	1	59	2014-05-17	2014-05-18	2	48	9537	9584
D_fine4	2	70	2014-05-19	2014-05-19	1	24	9585	9608
D_fine4	3	57	2014-05-20	2014-05-23	4	95	9609	9703
D_fine4	0	58	2014-05-24	2014-05-26	3	72	9704	9775
D_fine4	3	58	2014-05-27	2014-05-30	4	96	9776	9871
D_fine4	1	60	2014-05-31	2014-06-01	2	48	9872	9919
D_fine4	3	59	2014-06-02	2014-06-04	3	65	9920	9984
D_fine4	2	71	2014-07-11	2014-07-11	1	17	9993	10009
D_fine4	1	61	2014-07-12	2014-07-12	1	24	10010	10033
D_fine4	0	59	2014-07-13	2014-07-13	1	24	10034	10057
D_fine4	3	60	2014-07-14	2014-07-17	4	94	10058	10151
D_fine4	2	72	2014-07-18	2014-07-18	1	24	10152	10175
D_fine4	1	62	2014-07-19	2014-07-20	2	48	10176	10223
D_fine4	3	61	2014-07-21	2014-07-23	3	72	10224	10295
D_fine4	3	62	2015-07-08	2015-07-08	1	24	10302	10325
D_fine4	2	73	2015-07-09	2015-07-10	2	48	10326	10373
D_fine4	0	60	2015-07-11	2015-07-12	2	47	10374	10420
D_fine4	2	74	2015-07-13	2015-07-17	5	120	10421	10540
D_fine4	0	61	2015-07-18	2015-07-18	1	24	10541	10564
D_fine4	1	63	2015-07-19	2015-07-19	1	24	10565	10588
D_fine4	2	75	2015-07-20	2015-07-20	1	24	10589	10612
D_fine4	3	63	2015-07-21	2015-07-21	1	24	10613	10636
D_fine4	2	76	2015-07-22	2015-07-24	3	72	10637	10708
D_fine4	0	62	2015-07-25	2015-07-26	2	48	10709	10756
D_fine4	2	77	2015-07-27	2015-07-27	1	24	10757	10780
D_fine4	3	64	2015-07-28	2015-07-28	1	24	10781	10804
D_fine4	2	78	2015-07-29	2015-07-31	3	70	10805	10874
D_fine4	0	63	2015-08-01	2015-08-02	2	48	10875	10922
D_fine4	2	79	2015-08-03	2015-08-05	3	71	10923	10993
D_fine4	3	65	2015-08-06	2015-08-06	1	24	10994	11017
D_fine4	2	80	2015-08-07	2015-08-07	1	24	11018	11041
D_fine4	1	64	2015-08-08	2015-08-08	1	24	11042	11065
D_fine4	0	64	2015-08-09	2015-08-09	1	24	11066	11089
D_fine4	2	81	2015-08-10	2015-08-11	2	47	11090	11136
D_fine4	3	66	2015-08-12	2015-08-12	1	24	11137	11160
D_fine4	2	82	2015-08-13	2015-08-14	2	48	11161	11208
D_fine4	1	65	2015-08-15	2015-08-16	2	48	11209	11256
D_fine4	2	83	2015-08-17	2015-08-17	1	23	11257	11279
D_fine4	3	67	2015-08-18	2015-08-20	3	72	11280	11351
D_fine4	2	84	2015-08-21	2015-08-21	1	24	11352	11375
D_fine4	1	66	2015-08-22	2015-08-23	2	47	11376	11422
D_fine4	2	85	2015-08-24	2015-08-24	1	24	11423	11446
D_fine4	3	68	2015-08-25	2015-08-27	3	71	11447	11517
D_fine4	2	86	2015-08-28	2015-08-28	1	24	11518	11541
D_fine4	1	67	2015-08-29	2015-08-30	2	32	11542	11573
D_fine4	3	69	2015-09-09	2015-09-10	2	44	11574	11617
D_fine4	2	87	2015-09-11	2015-09-11	1	24	11618	11641
D_fine4	0	65	2015-09-12	2015-09-13	2	48	11642	11689
D_fine4	3	70	2015-09-14	2015-09-16	3	67	11690	11756
D_fine4	0	66	2015-10-04	2015-10-04	1	21	11771	11791
D_fine4	3	71	2015-10-05	2015-10-08	4	85	11792	11876
D_fine4	2	88	2015-10-09	2015-10-09	1	16	11877	11892
D_fine4	3	72	2015-11-04	2015-11-06	3	39	11904	11942
D_fine4	1	68	2015-11-07	2015-11-07	1	13	11943	11955
D_fine4	0	67	2015-11-08	2015-11-08	1	13	11956	11968
D_fine4	3	73	2015-11-09	2015-11-10	2	27	11969	11995
D_fine4	2	89	2015-11-11	2015-11-14	4	52	11996	12047
D_fine4	1	69	2015-11-15	2015-11-15	1	16	12048	12063
D_fine4	2	90	2015-11-16	2015-11-17	2	25	12064	12088
D_fine4	3	74	2015-11-18	2015-11-18	1	12	12089	12100
D_fine4	2	91	2015-11-19	2015-11-19	1	13	12101	12113
D_fine4	3	75	2015-11-20	2015-11-20	1	14	12114	12127
D_fine4	1	70	2015-11-21	2015-11-21	1	13	12128	12140
D_fine4	0	68	2015-11-22	2015-11-22	1	14	12141	12154
D_fine4	2	92	2015-11-23	2015-11-23	1	13	12155	12167
D_fine4	3	76	2015-11-24	2015-11-24	1	13	12168	12180
D_fine4	2	93	2015-11-25	2015-11-25	1	13	12181	12193
D_fine4	0	69	2015-11-26	2015-11-26	1	14	12194	12207
D_fine4	1	71	2015-11-27	2015-11-27	1	13	12208	12220
D_fine4	0	70	2015-11-28	2015-11-30	3	39	12221	12259
D_fine4	2	94	2015-12-01	2015-12-01	1	12	12260	12271
D_fine4	3	77	2015-12-02	2015-12-03	2	25	12272	12296
D_fine4	2	95	2015-12-04	2015-12-05	2	26	12297	12322
D_fine4	0	71	2015-12-06	2015-12-06	1	12	12323	12334
D_fine4	3	78	2015-12-07	2015-12-07	1	13	12335	12347
D_fine4	2	96	2015-12-08	2015-12-08	1	12	12348	12359
D_fine4	3	79	2015-12-09	2015-12-10	2	25	12360	12384
D_fine4	2	97	2015-12-11	2015-12-11	1	14	12385	12398
D_fine4	1	72	2015-12-12	2015-12-12	1	13	12399	12411
D_fine4	0	72	2015-12-13	2015-12-13	1	14	12412	12425
D_fine4	2	98	2015-12-14	2015-12-16	3	39	12426	12464
D_fine4	3	80	2015-12-17	2015-12-17	1	14	12465	12478
D_fine4	2	99	2015-12-18	2015-12-18	1	13	12479	12491
D_fine4	1	73	2015-12-19	2015-12-19	1	15	12492	12506
D_fine4	0	73	2015-12-20	2015-12-20	1	17	12507	12523
D_fine4	3	81	2015-12-21	2015-12-21	1	13	12524	12536
D_fine4	2	100	2015-12-23	2015-12-23	1	12	12548	12559
D_fine4	0	74	2015-12-24	2015-12-26	3	52	12560	12611
D_fine4	1	74	2015-12-27	2015-12-27	1	19	12612	12630
D_fine4	2	101	2015-12-28	2015-12-28	1	18	12631	12648
D_fine4	0	75	2015-12-29	2015-12-29	1	17	12649	12665
D_fine4	2	102	2015-12-30	2015-12-30	1	16	12666	12681
D_fine4	0	76	2015-12-31	2016-01-01	2	35	12682	12716
D_fine4	1	75	2016-01-02	2016-01-02	1	18	12717	12734
D_fine4	0	77	2016-01-03	2016-01-03	1	13	12735	12747
D_fine4	2	103	2016-01-04	2016-01-06	3	50	12748	12797
D_fine4	3	82	2016-01-07	2016-01-08	2	31	12798	12828
D_fine4	0	78	2016-01-09	2016-01-10	2	28	12829	12856
D_fine4	2	104	2016-01-11	2016-01-12	2	29	12857	12885
D_fine4	1	76	2016-01-13	2016-01-13	1	13	12886	12898
D_fine4	2	105	2016-01-15	2016-01-15	1	13	12910	12922
D_fine4	1	77	2016-01-16	2016-01-16	1	16	12923	12938
D_fine4	0	79	2016-01-17	2016-01-18	2	31	12939	12969
D_fine4	2	106	2016-01-19	2016-01-20	2	27	12970	12996
D_fine4	3	83	2016-01-21	2016-01-21	1	13	12997	13009
